s1_date,rf_ice_prob,lake_vv_db,lake_id
2019-01-01,0.9999563435788477,-11.103554626649805,635426
2019-01-07,0.9999541790711866,-8.15332091343336,635426
2019-01-09,0.9999769132848482,-9.732988659504803,635426
2019-01-13,0.9999784304364097,-8.475517076207955,635426
2019-01-15,0.999957603272806,-6.82681790376905,635426
2019-01-19,0.9999523859924703,-8.102805626373199,635426
2019-01-21,0.9999777843970564,-9.447385995718207,635426
2019-01-25,0.9999795774757726,-9.383515575432,635426
2019-01-27,0.9999647759134315,-6.958585759843723,635426
2019-01-31,0.9999562176080063,-7.353745032778677,635426
2019-02-02,0.999975120206132,-9.253804886626687,635426
2019-02-06,0.999982711269496,-8.844657715677519,635426
2019-02-12,0.9999537726236091,-7.850529906243787,635426
2019-02-14,0.999975120206132,-9.206396590943989,635426
2019-02-18,0.9999777843970564,-8.278250368665734,635426
2019-02-20,0.9999651225124562,-6.0997748839787,635426
2019-02-24,0.9999479416155661,-6.6543514900763165,635426
2019-02-26,0.9999745339750671,-9.617429745460296,635426
2019-03-02,0.9999774339394832,-8.658625823612795,635426
2019-03-04,0.9999691988756041,-6.342113244184741,635426
2019-03-08,0.9999318638489592,-6.919414111084489,635426
2019-03-10,0.9999352840476405,-9.640570845806476,635426
2019-03-14,0.9999774339394832,-7.834258054287162,635426
2019-03-16,0.999967702400822,-5.225799932414102,635426
2019-03-20,0.9999324047557859,-6.807677528755925,635426
2019-03-22,0.9999505303701453,-9.08715941748003,635426
2019-03-26,0.9999454136041332,-9.491789722258869,635426
2019-03-28,0.9999354187830893,-6.846334738303535,635426
2019-04-01,0.9947752586495477,-7.330613366356792,635426
2019-04-03,0.9991890100598336,-9.887761128820966,635426
2019-04-07,0.9995233446620898,-8.766591504875636,635426
2019-04-09,0.9996778788132482,-5.896640623300438,635426
2019-04-13,0.9961504834296712,-6.659649624289108,635426
2019-04-15,0.9989954053474612,-9.77085178381904,635426
2019-04-19,0.9995806892832113,-9.234130335800192,635426
2019-04-21,0.9996303442677976,-7.493182318830768,635426
2019-04-27,0.9989274062137673,-11.030224035600524,635426
2019-05-01,0.9965890955831143,-17.99940579881454,635426
2019-05-03,0.9714957463052649,-8.825049363445354,635426
2019-05-07,0.9585020976078813,-10.134583345031626,635426
2019-05-09,0.39798958424852626,-12.22759550036636,635426
2019-05-19,0.9975195248191944,-16.21416361467187,635426
2019-05-21,0.5217543468606939,-18.02893032982773,635426
2019-05-31,0.4595208770162305,-12.4485844797091,635426
2019-06-02,0.9465012880354691,-12.214996722733492,635426
2019-06-12,0.6363241701170399,-14.102001422788812,635426
2019-06-14,0.7939338197546517,-13.617193489881176,635426
2019-06-24,0.3702298903658954,-12.653223335900828,635426
2019-06-26,0.0651987746764407,-21.45075401191301,635426
2019-07-06,0.005058932210311217,-23.770867691954276,635426
2019-07-08,0.053872601045145484,-23.2450017628156,635426
2019-07-18,0.08397459167160232,-15.891342486633851,635426
2019-07-20,0.029348334493237694,-19.527059782535886,635426
2019-07-30,0.014984968607668054,-17.83965888087246,635426
2019-08-01,0.05877774597120986,-15.514698237273496,635426
2019-08-07,0.08180277229415946,-16.681013576660675,635426
2019-08-11,0.028782499314248044,-14.876345711837242,635426
2019-08-13,0.031691566147020137,-22.20727751433993,635426
2019-08-17,0.0796597544720017,-21.72767801123675,635426
2019-08-19,0.10789772769641205,-17.7963767009975,635426
2019-08-25,0.020430944053841237,-19.62234193292658,635426
2019-08-29,0.19301299895718035,-22.21915785684371,635426
2019-08-31,0.08282060502192154,-14.55858509815213,635426
2019-09-04,0.006803366100595923,-17.90308523765445,635426
2019-09-06,0.1176587278617266,-22.015635778115545,635426
2019-09-10,0.025713300905189994,-19.40961125892084,635426
2019-09-12,0.0782612434915528,-16.635832354473756,635426
2019-09-16,0.02505815162362578,-20.94393302167745,635426
2019-09-18,0.09423164383983915,-20.257301923132683,635426
2019-09-22,0.08515517421677979,-23.61063136831948,635426
2019-09-24,0.08488971728409717,-25.72513533278984,635426
2019-09-28,0.043006370329093914,-20.068579319210038,635426
2019-09-30,0.1855890905994678,-23.66005533390228,635426
2019-10-04,0.3713550977608331,-23.726683277902943,635426
2019-10-06,0.23911065186667355,-17.20989887243293,635426
2019-10-10,0.06265409061343746,-21.115392291181152,635426
2019-10-12,0.8826131483698252,-25.59128963808791,635426
2019-10-16,0.9587623945867493,-23.925169141470533,635426
2019-10-18,0.9208879531478091,-23.854689523615274,635426
2019-10-22,0.9934585958929911,-23.56683007766171,635426
2019-10-24,0.9752497696769977,-24.7731694437156,635426
2019-10-28,0.9765889598390568,-23.45912939306293,635426
2019-10-30,0.49130398893259875,-24.147151407712983,635426
2019-11-03,0.9828648430380419,-19.864181940211488,635426
2019-11-05,0.9876208344612486,-20.59289554848502,635426
2019-11-09,0.994552849254041,-16.916792919435114,635426
2019-11-11,0.9957105412019035,-20.08309433955894,635426
2019-11-15,0.9941475043516104,-16.751565538312267,635426
2019-11-17,0.9870811504827275,-20.320099906491198,635426
2019-11-21,0.995024507539729,-17.967802082366436,635426
2019-11-23,0.9961258784543088,-17.608826307017814,635426
2019-11-27,0.9959651130467378,-17.047095919646026,635426
2019-11-29,0.9986041955698433,-19.42424539278182,635426
2019-12-03,0.9965209624648996,-17.52553658210962,635426
2019-12-09,0.9982714810504398,-15.359130721198502,635426
2019-12-11,0.9991601247856533,-17.314903201964796,635426
2019-12-15,0.9997065390959007,-14.102203842729828,635426
2019-12-17,0.9999146773151114,-12.044369215672509,635426
2019-12-21,0.9995642286010782,-11.403305812137996,635426
2019-12-23,0.9998371797484843,-14.045419739061538,635426
2019-12-27,0.9999312988993929,-11.028377483551434,635426
2019-12-29,0.9999633545121052,-8.976139040087318,635426
2020-01-02,0.9998013471421858,-10.863891457419951,635426
2020-01-04,0.9998984746941549,-13.1880079817887,635426
2020-01-08,0.9999679616536693,-10.967186976195457,635426
2020-01-10,0.9998894575455444,-8.89913636913541,635426
2020-01-14,0.9975410660985076,-9.425160603407642,635426
2020-01-16,0.9999216916158886,-11.975469669661209,635426
2020-01-20,0.999954417215688,-10.277340772270268,635426
2020-01-22,0.9997705043719428,-8.107681329591085,635426
2020-01-26,0.9996571358042894,-8.383911870484647,635426
2020-01-28,0.9999035287550777,-9.541296310087091,635426
2020-02-01,0.9999282440900792,-8.526068977926425,635426
2020-02-03,0.999783593155511,-6.691092663292225,635426
2020-02-07,0.9996349796075991,-6.322058015540088,635426
2020-02-09,0.9999264219617728,-9.37735329531995,635426
2020-02-13,0.9999172316113435,-8.657948416588816,635426
2020-02-15,0.9997811628209143,-6.536431511738682,635426
2020-02-19,0.9996596355009033,-8.550792091932713,635426
2020-02-21,0.9999327601442443,-11.932120766822532,635426
2020-02-25,0.9999199370360016,-12.042003198897756,635426
2020-02-27,0.9998747249401027,-9.723362571125138,635426
2020-03-02,0.9996643243505379,-10.955071570272436,635426
2020-03-04,0.9998831410052381,-13.365131321930429,635426
2020-03-08,0.9998038620253048,-14.982676857181662,635426
2020-03-10,0.9997357470834912,-13.466262249727883,635426
2020-03-14,0.9988471280664797,-15.79762244846955,635426
2020-03-16,0.9993153918635684,-18.2286385971567,635426
2020-03-20,0.9992342373932788,-17.756568889842786,635426
2020-03-22,0.9992702400726522,-16.031181544842212,635426
2020-03-26,0.9989999448670934,-16.219650785915803,635426
2020-03-28,0.9996952101156752,-17.142184151324205,635426
2020-04-01,0.9992908966676947,-17.876353566466108,635426
2020-04-03,0.9993512995909694,-17.46177105563068,635426
2020-04-07,0.9988868139042648,-16.69079969184783,635426
2020-04-09,0.999355822900137,-19.50707774714432,635426
2020-04-13,0.9993214470515894,-18.708600889890125,635426
2020-04-15,0.9994064352060786,-17.001338746244997,635426
2020-04-19,0.998788906699252,-18.211060207925843,635426
2020-04-21,0.9993086849148674,-19.34965667365389,635426
2020-04-25,0.9993382958694176,-18.68400491572895,635426
2020-04-27,0.9987982051399398,-17.97147944546581,635426
2020-05-01,0.9981471418621288,-17.37660960625974,635426
2020-05-03,0.9993363193042825,-18.83415675969375,635426
2020-05-13,0.9259210359659359,-14.66459510965892,635426
2020-05-15,0.8594312986601564,-17.704094460906983,635426
2020-05-25,0.880763926954291,-17.38466528660473,635426
2020-05-27,0.4477301518873872,-18.33375977249564,635426
2020-05-31,0.2997310805607126,-16.59161377131294,635426
2020-06-06,0.7531486559971745,-12.039379743930624,635426
2020-06-08,0.6576294928353573,-15.941285931245096,635426
2020-06-12,0.8973730212854175,-15.10122843600095,635426
2020-06-18,0.54991569480157,-12.75340688321547,635426
2020-06-20,0.3837205152660523,-14.87761208571784,635426
2020-06-24,0.3633948535015586,-15.935844200133294,635426
2020-06-26,0.2346197694462732,-13.101882573618502,635426
2020-06-30,0.004994176554874128,-22.943432242881546,635426
2020-07-06,0.00976870795236792,-18.4144033808403,635426
2020-07-08,0.18236303507202004,-12.573002925241054,635426
2020-07-12,0.0068973144002273425,-22.943137142263677,635426
2020-07-14,0.02657688235284193,-24.39012908608513,635426
2020-07-18,0.016228824435886705,-18.14923138476404,635426
2020-07-20,0.06249623493903392,-19.553188134898285,635426
2020-07-24,0.18831632260785308,-16.4391097118647,635426
2020-07-26,0.04852311870276841,-20.827356516053,635426
2020-07-30,0.02875707998182446,-23.60567663500029,635426
2020-08-01,0.09902788046274852,-15.060031402118671,635426
2020-08-05,0.5557908997264627,-14.322448124518663,635426
2020-08-07,0.04481005566349186,-22.69930446260736,635426
2020-08-11,0.016983074738548157,-19.884356189577616,635426
2020-08-13,0.07118884723930574,-17.5849770595131,635426
2020-08-17,0.20057986793994784,-15.20704716173956,635426
2020-08-19,0.04223771764973041,-20.75223596704766,635426
2020-08-23,0.04506592843203919,-13.507210440709914,635426
2020-08-25,0.020121528349333978,-16.96878993486562,635426
2020-08-29,0.35202007239291994,-15.167139527493935,635426
2020-08-31,0.05015756540709963,-15.050036359261927,635426
2020-09-04,0.023053273411996623,-20.95483434599223,635426
2020-09-06,0.10823050232202837,-17.52470548154983,635426
2020-09-10,0.2096134397184,-17.394760731187,635426
